Summe von AggValue,Spaltenbeschriftungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE,CUW,GUY,SXM
1983,71635.39063,1482.412598,31163.55078,93.73706055,10018.05957,262075.5938,140820.125,,462.6985474,391281.4063,154209.8125,,3945.347168,207055.2344,6976.859375,8019.256836,112763.7422,82738.82813,6780.756836,5500.876953,,,701.8799438,775.0030518,13177.52441,716090.375,2782.859131,17528.61328,1130.004028,3396.59375,2690.382568,703206.375,234491.6406,76019.79688,2019268.875,23925.53711,29388.07617,57911.83984,7296.459473,209927.1406,1361.759644,642.4033813,18407.97461,1095.143921,8490.446289,,1631234.25,1515.522827,457.5675659,119285.1563,28270.71484,276361.7813,63041.73047,84129.48438,546755.5625,,34493.5625,104711.9766,3292.108643,1305934.5,10001.84668,1206987.125,,32273.22656,16014.22754,2140.021973,1074.640869,800.9959106,140807.4844,280.2331848,28919.64063,98422.30469,11405.33496,,10461.52051,118799.0469,434782.4688,927745.875,48809.8125,178926.1719,100321.3281,6489.399414,74549.84375,1208704.5,10076.25977,9838.209961,2466689.75,,39303.01563,,6124.137207,301.7747498,277449.875,70473.20313,3836.052979,14525.88184,3368.935791,813.9981079,41829.95313,2473.40625,,8690.288086,,4656.087402,,13374.26367,589.8704224,928773.1875,,5976.466797,3706.319824,33847.07031,,3896.720459,7360.250488,5893.250488,177.2685242,6676.96875,9170.258789,119271.6328,6380.089355,10755.71094,253868.9688,19973.57813,347366.5625,117601.8203,14791.24316,62636.01563,19985.49219,204392.1563,15029.67871,75808.39844,179653.5313,240588.2344,108705.5234,16244.49707,3085.024658,15160.27051,162597.9219,,7293.435547,325321,32472.41211,16025.68262,39327.53125,4431.454102,4391.083984,,200.8097382,2486.437012,,,195657.4063,2532.130615,807.1702271,18124.875,64.79730225,5165.023438,5076.842773,202593.8281,,,22740.61133,34341.98828,430771.7813,243805.8438,31441.88867,13288.54199,,24382.29102,7713319,,470.3993835,173060.4063,102.5341187,66840.45313,,307958.625,11330.89648,35008.52344,,2522.370117,
1984,77479.91406,1601.07373,33838.43359,96.93740082,10085.0293,263887.5,149841.1406,,431.6124268,404925.8125,153025.7813,,4024.709229,206882.9219,7381.58252,7783.555664,123459.6328,84002.625,7329.379883,6652.987793,,,719.104187,840.4020386,13689.89746,740773,2878.293945,17100.60938,1147.664673,4275.299805,2884.963623,749878.875,236619.7656,78356.78906,2283150.75,24622.16602,33034.87109,66242.66406,8555.005859,213511.7344,1572.452881,613.2008057,19775.78711,1189.417114,9479.236328,,1639937.25,1498.16687,470.7591858,121653.3359,31613.95703,285710.5313,63196.16797,93089.63281,536352.5625,,34869.65625,107318.1094,3538.06665,1288068.75,10975.05664,1216730.625,,35128.625,16279.49414,2198.163086,1078.494751,803.609314,143784.4219,310.1135864,29404.50781,107337.2578,11989.33203,,10619.62402,119036.9219,456700.5313,926311,49874.17578,167427.3125,98435.42188,7151.576172,75543.76563,1220664.125,9704.532227,11473.55957,2463180.25,,41973,,6389.803223,327.3456726,303881.6875,71533.08594,3756.46875,17436.32617,3298.949951,877.2794189,42801.42578,2553.31543,,8630.670898,,5015.776855,,13769.2998,701.2542725,953340.375,,5676.782715,3688.483154,35302.30078,,4392.885254,8132.989258,5723.227539,181.4040527,7742.529297,9815.950195,127926.6719,6577.941406,8335.552734,229541.75,19987.82422,354093.7813,123982,15774.73242,65483.89063,21903.55078,215909.5625,14908.4375,78782.69531,167787.625,262264.5313,104448.9297,16578.42773,3296.209961,17036.35156,167192.7344,,6905.28125,309249.4375,33109.4375,16967.91211,44554.53125,4652.791992,4638.810059,,196.8183899,2489.692383,,,204495.9531,2608.799805,873.053894,16100.77148,71.68202209,5614.974609,4883.191895,213137.5469,,,21085.52539,36379.03516,454703.4063,263934.1563,33150.98828,12940.29883,,24135.06641,8265618.5,,489.8711243,174838.3281,110.5224838,71406.23438,,315367.625,12711.36133,33276.65625,,2401.936523,
1985,85748.98438,1879.26123,35775.97656,109.2250824,10212.86328,248580.7813,146998.0625,,388.4456177,420608.2813,157509.4844,,4376.401855,201763.0156,8242.541016,8355.859375,129514.2891,88902.59375,4185.803711,7608.547363,,,767.5905151,726.541687,14556.24902,781452.5625,2582.955322,16928.13086,1207.355713,5002.487305,3227.955566,782136.75,243796.5156,78833.75,2599232.75,27757.12109,35038.5625,63984.80469,8714.474609,214395.1563,1605.078735,636.4901123,20317.44922,1108.586792,9501.75293,,1652194.625,1450.60083,450.4248657,125290.1563,32550.91211,301859.125,65315.21875,96670.69531,532046.75,,37146.91797,108887.5625,3566.901855,1275418.25,10548.53809,1252302.5,,37710.16797,17092.97656,2283.366943,899.8764038,912.5856934,150588.1406,314.5487671,28908.47656,105077.8906,12228.01855,,10558.8457,119188.9766,468018.8438,945219.125,50434.16797,161430.2969,100417.0391,7191.255371,77818.22656,1239349.125,8726.623047,11455.75098,2537180,,43214.53516,,6680.407715,323.0504456,320048.6875,67603.85156,4205.015137,22803.89453,3247.599365,917.1555176,46351.19531,2674.525879,,9022.054688,,5077.284668,,14552.81641,779.9993286,965029.0625,,7513.03125,3794.887207,35453.98828,,4424.029785,5432.463867,5852.05957,193.5787811,7639.168945,11060.31934,120533.7813,6877.039551,9053.911133,300258.8125,20553.36133,354548.25,129295.7578,16554.5332,65353.06641,25053.41797,230968.9531,14781.32813,79478.49219,159600.0781,285385.25,106905.9844,17207.58008,3400.489502,14893.43457,176086.0781,,7298.459961,267799.8438,33671.30078,18590.83398,42830.92578,4738.181641,4802.734863,,198.3825531,2749.983643,,,210585.5313,2893.614502,876.3766479,18695.07031,75.6822052,6190.307129,5100.458984,221496.6094,,,20664.05664,38517.16797,481869.5625,268761.8125,38199.125,12642.44922,,24056.26367,8608782,,476.1816101,169454.9688,109.5197754,75287.28125,,312602.2188,13785.38086,36367.78125,,2335.612305,
1986,95356.66406,1984.817505,31471.43555,133.0693207,10697.52734,208218.4844,161987.1563,,552.5997925,429660.875,164320.3906,,4627.166016,212103.8281,7283.280762,9230.862305,133311.5625,90769.42969,5332.26709,7294.630859,,,893.8369141,1169.249023,14606.68652,889044.8125,3140.594727,11981.625,1302.171021,5379.000488,3184.520996,786099.375,255714.7031,82323.39063,2680800,28785.43555,33998.51953,60079.86328,5809.364746,227804.0781,1795.171631,728.2380371,22545.01367,1201.888184,9909.786133,,1766938.25,1459.376953,492.780365,134359.0469,34783.62891,256789.5156,62675.04688,100166.9453,566629.625,,36668.34375,114131.5,3652.91626,1339403,7867.061523,1262714.5,,38482.32813,17451.03125,2386.59375,1239.756104,856.5847778,158217.7656,324.8358154,30450.94531,116807.4141,13120.78223,,10829.64648,123970.5859,476154.1875,988125.5625,52755.46875,145591.2188,108291.4141,7811.291504,83226.125,1319853.5,9578.209961,12171.73633,2719454.5,,46956.46875,,6964.584473,361.9741211,372965.8125,54952.64063,4406.111328,19889.48047,3180.312012,1038.719604,50137.26563,2772.713135,,10539.34375,,5610.407227,,17570.73047,893.6646118,902337.8125,,7635.364746,3958.875244,34945.26172,,4791.22998,8167.746582,5951.123535,206.9915466,8369.553711,10380.44629,109654.1797,7153.961426,9093.005859,161753.0469,19740.37109,365008.6875,122600.7578,17773.08398,69743.21875,18973.16211,239407.4063,16801.33594,91384.99219,169768.8906,303526.5938,117830.75,16952.62305,4355.432617,11490.46387,181028.8281,,7670.41748,274927.7188,37136.20313,19553.38672,44317.55469,4852.422852,5256.808105,,193.4128876,2590.375732,,,221668.0469,3545.388916,858.3598022,17589.71289,85.81048584,6065.003418,5325.196777,225721.125,,,18239.44727,38926.97656,513331.75,299556.75,26137.73242,12764.3125,,27271.88281,8902163,,515.559021,157162.0625,109.5845947,77665.71094,,308161.875,11640.2002,38064.86328,,2330.626221,
1987,98064.35938,2354.671631,35511.82813,142.3262787,10873.81152,180625.6875,171734.1719,,607.1143799,464407.0625,170613.1094,,4644.057617,221270.875,6768.03418,9027.275391,133954.3594,98736.375,5733.39502,8268.078125,,,987.680542,1861.673462,15270.97266,915525,3472.925537,13114.75,1353.178223,5864.07959,2958.720459,838529.25,258957.125,88219.3125,2819141.25,28032.2207,33640.375,58594.24609,5784.252441,229374.25,1799.942749,756.1054077,22519.32031,1386.685791,10757.51563,,1832597.125,1495.429321,527.1152954,136778.5,38935.39063,246500.7656,61827.42188,102289.6719,607109.875,,36438.05078,118766.0313,3639.693115,1373032.25,7733.695313,1318378.875,,39224.70313,18235.11133,2406.961182,1286.906006,906.4575195,157192.9219,390.070282,31472.66406,134916.375,13762.76367,,11157.89844,131785.1719,494220.4375,1040215.063,55538.25391,154466.1875,128264.4297,8676.522461,90096.65625,1381472,10520.61719,14387.20605,2880165.25,,47581.00781,,8359.170898,395.322052,429896.3125,65816.78906,4545.574707,23395.58398,3346.56958,1118.852783,52554.86328,3004.082275,,10914.73438,,6621.106445,,16099.57129,1046.769775,914322.0625,,6971.115234,4070.537354,32203.42383,,5227.657227,8110.95166,6124.176758,218.5713959,10403.40234,9900.291016,117710.1094,7268.531738,9126.066406,118266.6328,20622.98633,366090.3438,126883.8672,18102.9043,72445.92969,21191.5957,255109.8438,18210.71484,102454.8594,187169.9844,318480.125,127367.5547,17855.24609,4305.439453,12471.42188,184598.2969,,7441.828125,266843.1563,37931.46094,19953.24219,50317.8125,5219.912109,5245.623535,,186.8986816,2420.913086,,,229946.5625,4291.064453,1051.936157,16630.82422,98.61499786,6212.898438,5285.013672,245510.4531,,,16318.49609,41969.99609,570774.25,341915.8125,21658.63086,13610.5625,,30270.6543,9207579,,546.2300415,161603.1875,127.1393814,79769.82031,,327540.125,11777.48438,37649.63672,,2383.373779,
1988,109355.5781,2784.639893,33438.07031,151.9092102,10672.2627,203609.9688,183153.2656,,632.2741089,492094.6875,182175.2813,,5037.680176,238527.2344,6986.55127,9585.363281,140098.25,102333.8203,7070.374023,8050.500488,,,1065.027222,1270.140625,13735.02441,923198.8125,3648.791992,11856.05762,1428.890991,6518.42334,3119.503906,879470.8125,264832.1563,96949.625,2997361,28706.35938,32987.14844,62968.73828,5405.843262,236960.5938,1751.989624,768.5595703,23158.62891,1492.849121,11379.92676,,1932584.875,1518.526855,550.1708374,136916.75,41413.39844,222903.3438,59330.49609,101005.1875,650334,,35986.69141,128082.0625,3824.781494,1443791.875,7001.747559,1368324.875,,43075.73438,19614.33203,2485.350098,1469.021973,953.5294189,168537.6406,391.2408447,31715.62891,142004.8438,14805.20703,,11346.02148,133048.4844,512550.7813,1123940.25,58144.29297,141993.5313,133265.125,8880.464844,93570.125,1443599.625,11053.80762,15129.97559,3165407.75,,50555.73047,,9470.832031,381.4061584,490412.5,57831.58594,5033.682129,15708.59473,3418.326416,1173.45459,53874.87891,3445.464844,,12079.19824,,7360.917969,,16000.35352,1154.383423,915249.5625,,5964.338867,4456.702637,30393.0332,,5538.520508,8177.289063,6281.262207,246.8553009,10572.37402,9515.900391,129095.0625,7266.77832,9136.851563,102831.9141,15463.90918,381036.3125,122066.3672,19553.10938,75966.71094,17233.03125,273736.0938,16291.21387,97230.5625,207819.375,339644.625,137883.8438,19155.41797,4270.199219,12699.01563,188941.3281,,7548.211426,286445.6875,39252.12891,20673.89063,55751.80469,5582.294434,5517.334473,,187.0776062,2636.646973,,,239986.0156,4223.291992,1091.194336,17498.35938,111.9083862,6801.082031,6067.818848,274534.8438,,,15156.06836,44079.07422,575168.6875,368611.1875,28379.25195,14455.66406,,30104.90039,9586360,,610.3817139,166844.2656,103.7229767,83824.52344,,337328.4688,12949.95605,44615.73438,,2245.274902,
1989,111863.2344,2835.811035,35471.60156,175.9201202,11567.51465,235481.2031,176769.0313,,677.9358521,508774.0938,193097.4219,,4895.868652,245840.5938,6346.553223,9675.193359,156471.6563,99857.0625,7191.750488,8403.523438,,,1180.285645,1332.778382,14478.48242,943239.5,3965.812012,13206.59277,1466.125854,8315.359375,3311.072754,916148.625,278008.9688,106136.8203,2995211.75,31672.23633,32023.16406,64602.06641,5497.766602,242597.3125,1663.109863,814.6773682,24720.83984,1665.78833,12660.66211,,2024104.5,1450.038452,547.4402466,138079.5625,38891.12891,228089.8906,60161.40625,112342.0469,693256.25,,33500.84375,133278.8281,4200.033691,1500912.5,9086.379883,1395969.375,,42927.07031,20216.06641,2577.463379,1467.411987,946.1168823,176550.0625,438.7976074,34501.375,154091.7656,15284.52539,,10659.73828,137056.1719,567374.375,1205336.875,62818.66016,155533.3906,119251.8203,8469.691406,92734.83594,1503608.5,11206.63672,16219.28906,3380809,,51357.85547,,10154.86133,408.7854614,541911.875,66124.64063,5640.758301,8912.709961,3538.484375,1182.811523,56065.15234,3780.2146,,13701.31348,,7880.881836,,15594.98926,1276.438843,951004.125,,6200.092285,4875.012695,31143.17188,,5511.145508,8893.470703,6359.631836,292.697052,11110.93652,10324.1416,143963.3281,7549.28418,9035.219727,92062.77344,14188.27344,397321.4063,126880.4531,21285.43945,76732.60156,20934.41992,287656.8125,16483.49609,81281.79688,227301.7344,355188.0313,147341.6406,20055.51563,4350.430664,14093.31934,180784.0469,,8186.169434,282357.9063,38623.88672,21108.33789,58328.23828,6006.511719,5601.468262,,216.7304077,2708.598145,,,247931.8125,4574.254395,1195.94043,16822.08594,128.3876343,7143.881836,6125.738281,301337.9375,,,14096.36719,46413.10156,573433.375,403276.5,27423.4668,14906.80273,,30332.51172,9932078,,609.7664185,158047.4688,149.2593231,82868.0625,7401.443848,340780.0938,10963.49414,50205.76172,,2142.433594,
1990,113853.3047,3110.763428,37988.03516,221.4957123,11354.6543,276104.625,199903,23834.17578,699.2023315,507316.9063,203457.8594,72585.44531,5186.320313,252589.4688,6598.586426,9673.892578,165009.8906,98880.71875,8276.571289,7496.401855,3936.629883,136763.4219,1288.616577,1228.107178,15430.86719,923620.5,3782.740723,14807.65918,1504.004028,8905.010742,3266.676025,916712.6875,291499.9375,108250.5859,2925998.75,29325.8125,30936.77344,50509.15625,6391.178223,253494.0781,1611.373169,776.0060425,25622.74414,2167.119385,13102.0918,235156.5313,2161114.25,1366.389893,572.1815796,139330.7188,36245.36719,236369.625,63377.17969,130443.8438,728701.6875,17422.94727,38419.00781,131802.7031,4708.999023,1535612.5,10858.96973,1406169.375,61024.73438,44482.90625,21231.88086,2681.446289,1531.162964,986.2372437,178151.6094,451.5119324,36793.66016,168897.625,16255.96582,61448.64453,11037.1377,135683.5156,641637.25,1283709.625,66490.85156,185686.8125,118903.6563,8292.40918,100253.1094,1560592.5,11982.77148,13430.47461,3603326,198134.4375,54524.62891,34252.38672,10333.47852,420.0177002,604407.875,48356.10938,5820.265625,12800.62207,1863.64563,1263.238647,58189.40625,3963.308594,50956.00781,14362.89355,41376.82031,9046.444336,26286.51758,16222.5957,1470.290527,1016815.813,12107.60547,6151.488281,4923.504395,31437.20898,6757.466797,7753.082031,8890.171875,6311.905762,340.233429,12178.43066,10022.73633,160798.3125,6949.268066,9432.799805,96045.30469,14511.375,414992.9688,138379.8594,21927.69922,76853.21875,24068.29102,295157.3125,17833.53516,82371.82031,249007.3594,308887.3125,156035.0469,22135.4082,5187.510742,16814.64453,183696.7813,2281743.25,7847.642578,305182.3125,41481.08594,21356.72266,64345.48047,6544.082031,5241.30957,107692.5,203.6609497,2875.214844,95601.34375,38634.08203,247859.5469,5384.282227,1189.412109,16623.69531,140.5889587,7380.454102,6829.047363,330013.2813,35516.03906,39448.80078,14507.29492,49999.83203,617016.6875,433329.2188,27564.67969,15515.70703,577257.4375,30033.69922,10110408,105337.2891,589.9303589,167052.4063,166.4046173,86912.46094,9043.246094,342886,10894.49609,55947.61328,,2161.672607,
1991,127608.7344,2809.165039,33016.96875,175.4105225,10167.25195,256077.3594,233580.8906,21639.31055,729.9910889,501758.9375,215694,105537.3438,5445.177734,260084.0469,6989.373535,10333.76074,171660.4375,102723.6719,8197.698242,6829.509766,4269.633789,132458.4844,1286.918091,1395.416138,16465.59375,1007007.688,4119.071777,12908.33984,1552.480347,9615.328125,3207.607666,886165,290979.5625,116360.1484,3078153.5,29958.10938,29146.63672,41150.36328,6584.563477,253152.9375,1566.470825,808.062439,26289.37891,2059.079102,13212.04199,198303.6719,2307449,1357.087769,568.1489868,141362.5469,37188.64063,225748.3281,65362.42188,152452.5625,770102.1875,17697.05664,34861.1875,120566.75,4443.918945,1553607.125,9718.830078,1371916.5,52131.88281,48857.41797,21774.95898,2769.12207,1572.719604,1049.744263,191429.0313,486.4698486,39403.49609,186105.7344,17140.75391,48889.17969,11160.49219,122966.1094,691197.3125,1324646.375,69180.6875,215022.0156,40333.86328,8524.12207,110354.9766,1620042,11699.49414,13908.5,3842419.25,193597.9219,55857.03516,33915.86328,11261.63574,449.2437439,692206.6875,27097.17773,6019.307617,18710.19922,1714.25354,1254.537598,59895.76953,4209.089355,41806.55859,16431.33594,36599.4375,10270.22852,25014.78125,15208.38574,1607.443848,1054943.25,11974.66699,6735.916016,5558.573242,32066.92383,6155.433594,5688.836426,9629.62207,6455.314941,269.4337158,13277.81543,10742.00977,177293.6719,7796.76416,9434.289063,77605.51563,14943.43555,428902.0625,128007.4531,23895.41016,75029.38281,20102.73438,296386.5313,20087.39453,85798.35938,255726.4063,306577.5313,165942.3125,22876.4668,5206.22998,12632.74316,168298.8125,2175485.25,6891.095703,310852,45749.87109,21064.08203,60162.92188,6762.01123,5598.212402,95634.76563,202.1187897,3021.907227,75934.10156,35613.79688,248082.4063,5775.645508,1249.201294,14142.42188,157.091507,7691.714355,6353.628906,354131,35347.28906,37311.35547,13301.57324,52341.875,591055.375,463979.3438,28041.59961,15843.75195,533413.25,31631.08398,10093921,101538.6875,686.956665,171405.4375,220.9089813,97380.8125,8486.550781,339331.875,10726.89453,66713.90625,,2215.703613,
1992,127907.4453,4018.358887,42753.70313,219.9271851,9041.967773,266764.5313,276399.125,12519.46973,694.4772949,534908,222625.6406,76113.52344,5314.694336,271752.3125,7156.02832,10413.00293,176196.6406,104788.3125,8723.615234,7863.723145,3389.221436,120836.4531,1226.988159,1070.067139,17325.17188,1038976.875,3017.172607,17817.28906,1720.858521,10183.94238,3105.979248,914976.8125,291117.5625,131699.375,3368570.75,31431.20508,30058.76172,53841.53125,5671.371094,267655.4375,1628.95752,849.6470947,28763.84375,1961.322021,13583.21875,198276.0781,2365787.5,1609.505615,591.9550171,145668.3594,42992.22656,236503.3906,68152.72656,169108.0469,781968.6875,14033.2832,31428.32031,118621.9688,4517.8125,1572490.375,11776.86523,1366830.25,23275.67578,47578.22656,21917.61914,2806.461914,1225.63916,1085.481934,192733.0313,563.0654907,40712.19141,194063.875,17565.37695,42979.73438,10740.33008,123769.8047,752054.25,1398622.875,72060.92969,236886.7344,50527.26953,8078.43457,118411.0859,1640422.25,12532,14350.05859,3971507,197804.7344,54476.82031,26859.0957,14300.69824,435.1438904,746185.5,58400.55078,6231.490723,14006.88672,1113.605225,1261.258789,64035.99219,4026.933838,36545.91406,16408.08203,26812.68945,11644.7041,14722.40234,14718.08008,1563.944946,1094698.5,11176.99316,6240.923828,5165.228027,37512.82031,4610.696289,5459.260254,8618.004883,6786.649902,240.4608459,13441.81738,9563.665039,191573.125,8132.581543,9431.353516,90330.07813,14679.32813,439654.75,153464.7656,24164.02148,77873.28125,26935.6875,315102.8438,21282.33984,88172.04688,266897.2188,332614.7188,168644.75,23489.71484,6151.433105,16141.11035,159436.8906,2171133.75,7343.306641,391869.7813,47146,21057.88477,64883.53516,6323.789551,5898.968262,68338.8125,200.410965,3139.47583,71291.05469,33940.67188,247886.25,6104.761719,1224.209229,15294.15137,159.8758087,7776.877441,6364.356445,389131.5313,18159.83594,32061.76953,14302.34277,58426.17969,619893,501246.5,26671.18164,16456.64648,494942.6875,35650.05859,10444359,83092.70313,767.6643066,191357.1719,319.5531616,105818.6797,8857.37793,337957.875,10007.99219,60956.85938,,2386.641846,
1993,129595.9766,3900.730469,35172.16797,231.9911346,10468.99414,215264.8281,316009.75,11996.42578,716.0426636,547496.875,226246.4219,42271.98828,4976.075684,269716,7365.029785,10824.82031,180718.4688,77478.07813,9548.564453,7077.702637,4443.205078,127193.625,1317.72876,1092.583008,18410.01758,1118015.5,3204.094971,16242.8457,1614.798828,10454.08789,3035.942627,922622.9375,294833.0938,139511.0625,3673161.25,30968.13867,30926.82227,42064,5511.085938,284546.3438,1579.111938,909.3147583,30744.34375,2219.025879,13465.15137,199971.4844,2386079.5,2072.832275,601.6487427,144260.4844,47205.32031,221539.1875,62633.72266,196588.2813,790362,13317.83887,34620.10156,117072.0547,4522.858887,1563943.75,10904.23926,1397271,14133.80859,44853.13672,23101.67188,2920.473145,1473.261841,1080.231567,196848.6406,518.8309937,43261.77734,211853.4375,19006.58398,39661.89063,10661.60645,131208.7344,794267.3125,1471519.375,76375.38281,299866.0313,75158.33594,8136.310059,124391.8203,1635997,13388.66016,15042.10938,4094282.5,145624.8125,57691.77734,23023.39844,12791.2207,431.0953979,817945.0625,72090.34375,6574.063965,13488.38184,725.0073242,1273.177734,69511.53125,4480.157715,33258.58594,17401.57227,23197.33789,12502.57813,14924.36621,15004.64551,1626.790771,1102377.875,11229.54004,6595.605469,5505.627441,41305.28516,2928.129883,4404.264648,9362.084961,7271.598633,235.0791931,14440.28516,10240.58105,205984.0781,8336.328125,9419.538086,71423.40625,14253.11914,449616.625,145550.9688,26052.58789,83070.78125,24274.49023,324905.7813,22076.76367,93958.85156,283430.1875,360105.625,172976.0938,24691.63281,6865.384277,14233.90332,163687.9531,1820858.25,6662.501953,371483.5625,44020.26563,20669.67969,58563.71094,6996.773926,6886.601563,47205.45313,182.6549225,2824.357666,71871.20313,36491.40625,237560.4063,6795.175293,1417.49646,14074.25,179.5867615,7656.352539,5264.45459,421992.8438,15882.80664,36028.95313,12774.60645,62571.30469,682302.8125,526271.625,25340.62109,17226.76563,394292.9688,36853.75391,10730839,98556.0625,714.2064209,177629.2813,367.6767883,119084.8438,9039.732422,342204.125,9701.620117,61908.94141,,2580.928711,
1994,145215.2188,4363.706055,36822.78125,240.098175,11897.8457,226225.9688,368028.5,9321.522461,806.5887451,570466.4375,238085.5469,33166.27734,5060.633301,281016.4063,6900.54541,9791.604492,189255.7656,76641.27344,9852.917969,7004.372559,6141.629883,83734.01563,1443.846191,1149.361328,20023.01367,1256092.625,5358.689453,14851.01953,1611.214355,10815.34668,3700.174316,966036.8125,303237.8438,151614.4375,3932516,30510.99805,29735.69336,30943.44922,5292.594238,299125.1875,1447.547607,1071.472656,32417.60352,2142.369873,14328.83301,210738.25,2485637.25,1452.01355,590.5733643,152667.2969,49793.78906,221377.5313,64188.70703,225211.5938,823722.125,13059.90918,32422.37109,124312.4688,4799.235352,1599833.25,9824.232422,1441263.875,12347.04102,46753.26953,24345.81055,2934.484375,1662.869751,674.7033081,207605.0156,569.8460693,45445.28125,234146.0625,19501.07227,42912.39453,9291.271484,138047.0625,851282.75,1554786.25,82071.625,316709.0938,70559.03906,8460.474609,133320.5313,1688224.5,13584.85645,15436.49805,4197875,115454.4219,66566.08594,17566.97852,14353.98438,491.257843,917215.4375,75302.47656,7171.182617,14170.30566,559.1755371,1182.893677,75101.96094,4496.012207,30656.64453,18506.9707,23017.21875,13223.05762,13439.49512,15059.45313,1733.232056,1148248.25,11409.66797,6646.675781,5899.614258,43317.97266,2986.432129,4642.379395,10221.25977,7666.89502,230.9108124,15545.24609,11915.48047,225034.5938,8512.219727,9578.694336,57764.04297,15189.63379,467388.1563,150421.2344,31405.14258,88623.375,23593.63672,329508.5938,22773.60352,109460.7891,317011.6563,387794.875,185344.9375,26089.76563,8106.033203,14217.73828,173465.4375,1536852.125,3072.497803,355997,46499.53906,21679.26367,62453.99609,7613.367188,7649.859375,48406.07422,188.5205994,2653.270996,74413.10156,39017.42969,252778.5156,6743.608398,1483.238647,13368.72266,199.4866333,7994.835449,5871.105469,459862.2188,10656.38184,25408.4668,12731.86426,68755.14063,622619.625,551153.3125,25032.25,23070.83398,320546.9063,39989.75781,11162312,85273.75781,700.0259399,168486.8281,542.8968506,126340.0391,9417.629883,354262.0938,9128.538086,68019.55469,,2690.378662,
