Row,All_impact_calib_m,All_impact_calib_ci,N_calib_m,N_calib_ci,W_calib_m,W_calib_ci,HS_calib_m,HS_calib_ci,All_impact_expert_m,All_impact_expert_ci,N_expert_m,N_expert_ci,W_expert_m,W_expert_ci,HS_expert_m,HS_expert_ci
"Greece",0.10278282870825,0.00715538938774861,0.0590185432483411,0.00020924321544428,0.0624789796234153,0.000427492142173047,0.186850963252994,0.000693066015434821,0.691558788873938,0.0470446468887151,0.396493086803546,0.000942632622771928,0.488165207232494,0.015463119338272,1.19001807258577,0.00312223569350273
"Austria",0.386433641129304,0.0235815637607062,0.221990021892014,0.000661040823272034,0.234615811352092,0.00134995939264025,0.702695090143807,0.00218710646013303,2.78159929506159,0.163646569791663,1.59549334824978,0.0032748409882825,1.96277344475041,0.0536112214258805,4.78653109218459,0.0108350734617695
"Nigeria",0.030028077818955,0.00278115049884733,0.0172339125722481,8.43575525515786e-05,0.0182782398181744,0.000172376797049318,0.0545720810664424,0.000279640132515936,0.231988318584895,0.0211033734986431,0.132947239708155,0.000423705450608735,0.163834227405301,0.00695958902082579,0.399183488641228,0.00140455768063572
"Bulgaria",1.77687887975441,0.122208381182749,1.02033039162884,0.00353477376618959,1.08000943660728,0.0072214267632499,3.2302968110271,0.0117051680228396,14.0103630444872,0.933951517207572,8.03280973361135,0.01869923212221,9.88924437865333,0.30663278777695,24.1090350211968,0.0619212623965162
"Denmark",0.395790656198264,0.0244865090647332,0.227353853953888,0.000689005989194218,0.24032969730776,0.00140719135742134,0.719688417333144,0.00227992264492262,2.84560582141794,0.169852382905659,1.63211337343717,0.0033984196505712,2.00800024934211,0.0556504812306534,4.89670384147455,0.0112453796335626
"Viet Nam",0.580899554582315,0.0464609329412247,0.333464299354059,0.00135083890463427,0.353381278590813,0.0027599845941324,1.05585308580207,0.00447391807942177,4.82932950568595,0.369235670351278,2.76802646230245,0.0073916872264641,3.40956125847718,0.12125169372019,8.31040079627823,0.0244809377391022
"Colombia",0.163895854352763,0.0103162024237878,0.0941379760554611,0.000292983006221015,0.0995455063907232,0.000598421798356313,0.298004080612106,0.000969707664431116,1.27944009928935,0.0779357131622667,0.733762408353896,0.00155992862201058,0.902908175004549,0.0255551923076378,2.20164971450959,0.00516301187649096
"Philippines",0.181591595613753,0.0123665414455276,0.104277565301888,0.000359798411274344,0.110365420935357,0.000735057560078572,0.330131800604013,0.00119159985188365,1.42247556145935,0.0945698028937992,0.815601110368701,0.00189442904475392,1.00405849908363,0.0310702675704004,2.44776707492572,0.00627407264289338
"Slovakia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Finland",0.181950671730627,0.0122404667442229,0.104486664533998,0.000354800578160056,0.110575049541667,0.000724828692505394,0.330790301116214,0.00117493931127606,1.42368586371344,0.0933264124703192,0.816316912413359,0.00186918660288195,1.00488399542995,0.0306515205304107,2.44985668329702,0.00618990203236318
"Kuwait",0.576058550398565,0.0454832213149623,0.330733360053265,0.00130002298223772,0.350293843476296,0.00265585044483688,1.04714844766613,0.00430376112724593,4.48922451179019,0.336309112710786,2.57343336852152,0.00672695476005314,3.16899926668439,0.110268401743618,7.72524090016467,0.0222697650707876
"Serbia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chile",1.35921195669061,0.0838026572904322,0.780772245062527,0.00236159700988874,0.825332105969057,0.00482313467781288,2.47153151904023,0.00781470684141567,7.92532507791007,0.472071687398096,4.5456367382072,0.00944746880956125,5.59254518436871,0.15470759327567,13.6377933111543,0.0312624037170582
"Switzerland",0.0735389767906035,0.00467788733917009,0.0422378182278961,0.000133197356488526,0.0446690838195266,0.000272068859372201,0.133710028324388,0.000440887764829861,0.553247280926649,0.0340823590986582,0.317278517984456,0.000682164469772186,0.390438624435973,0.0111772343264469,0.952024700359518,0.00225798751756845
"Turkmenistan",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Portugal",0.134696431011474,0.00846190987956475,0.077367378935579,0.000240969551816924,0.0818081751650446,0.000492180744667281,0.244913738933799,0.00079760389587835,0.972078786931569,0.0592870912768019,0.55749798409433,0.00118701463145367,0.686004245222992,0.0194473493738092,1.67273413147739,0.00392899222069082
"Azerbaijan",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Israel",0.192368514391943,0.0127948660610385,0.110472698068026,0.000369006344998256,0.116895780060634,0.000753824123250126,0.349737065047169,0.00122183059617973,1.47379051929542,0.0952450010031782,0.845071471309529,0.00190714796445989,1.04021385966718,0.0312674553083138,2.53608622690955,0.00631482836543096
"Norway",0.173812944889238,0.0108862089066293,0.0998374473598931,0.000309232147879946,0.105559144848296,0.000631597313021429,0.316042242459525,0.00102349001956951,1.33029324596985,0.0808106474150233,0.76295468120835,0.0016177225109838,0.938780668280055,0.0265011986804674,2.28914438842115,0.00535430373515905
"Singapore",0.229475099431676,0.0205172673724526,0.131716463587225,0.000616829355762296,0.139639270182642,0.00126041593973337,0.417069564525162,0.00204438011433085,1.58599292237351,0.139063102563609,0.908988749189895,0.00279017283057608,1.11995145165299,0.045819067036053,2.72903856627765,0.00924757195339151
"Libya",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Qatar",0.476706105840644,0.0398549157592445,0.273624792075165,0.00117254445709247,0.290079135518164,0.00239576184617753,0.866414389928605,0.00388438759279188,3.45489915838241,0.277505321847314,1.98007211322363,0.0055603261302965,2.43948548227062,0.0912433523295863,5.94513987965298,0.0184201645419547
"Ireland",0.426544424024547,0.0260645055540745,0.245033391636131,0.000730799831563638,0.258964205892382,0.00149240850368682,0.775635674545129,0.00241792794569008,3.18572163886759,0.187777208196381,1.82730483767141,0.00375800087836155,2.24793389950331,0.0615207231271313,5.48192617942805,0.0124337403366342
"Syria",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Morocco",0.532462100929109,0.0336359789919591,0.305847020972877,0.000958794260652732,0.323364188312306,0.00195825440732392,0.968175093502144,0.00317362188345779,4.29941225406736,0.264391485421833,2.46585206912887,0.00529546377887234,3.03410894186527,0.0867530265857353,7.39827575120793,0.0175280562487371
"Peru",0.346184759746458,0.0236157668847996,0.1987901776891,0.000681716103320563,0.210410493714944,0.00139266094879786,0.62935360783533,0.00225729622621933,2.78542660467086,0.183884830440756,1.59703854862687,0.00368202880024568,1.96608376417334,0.0603692257043542,4.79315750121236,0.0121919222314706
"Cuba",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"New Zealand",0.181440748960186,0.0109066468153029,0.104240174758714,0.000302047053205364,0.110128753359469,0.000616746189995054,0.329953318762374,0.000999008847343516,1.40064363182485,0.0807107516898383,0.803474392012767,0.00161465636903704,0.988250771929877,0.0264159639081935,2.41020573153191,0.00534041296205208
"Hong Kong",0.220347329725182,0.0149789325893383,0.126532451516929,0.000435655559472698,0.13392078289748,0.000890026837460078,0.400588754761136,0.00144280883768657,1.65752408990774,0.109943400850455,0.950368673427148,0.00220239337172742,1.16996839066855,0.0361203492699483,2.85223520562752,0.00729391041086847
"Estonia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bangladesh",0.228967482740267,0.017282726245583,0.131454981805412,0.000497897047802554,0.139240229548734,0.00101715942588061,0.416207236866654,0.0016485754798815,2.39305803589502,0.172423106964566,1.37180272440854,0.00345152034837488,1.68935802541419,0.056588671088008,4.11801335786232,0.0114282497551569
"Trinidad and Tobago",2.04558618230139,0.134119030243437,1.17492308554349,0.00383725256059063,1.24247523544298,0.0078377107355529,3.71936022591769,0.0127025537166686,15.2669611879267,0.974644312769642,8.7556121034643,0.0195205003417382,10.7744187407099,0.319863943213028,26.2708527196059,0.064619203519148
"Lithuania",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Oman",0.0465473752841668,0.00629162380818632,0.0266983621785194,0.000191688579693075,0.028382328583944,0.000391714708032491,0.0845614350900371,0.00063549602073679,0.338442244329345,0.0435333098662874,0.19385116148255,0.000874113082074406,0.239141140794494,0.0143606770104482,0.582334430710991,0.00289790547888505
"Ecuador",0.0552804331840561,0.00377986249146113,0.0317441754689832,0.000110378186075303,0.0335982546431159,0.000225498631817375,0.100498869440069,0.000365583201450281,0.440535959774107,0.0294943787989233,0.25258859942508,0.000591041469685623,0.310958330915754,0.00969444331592603,0.758060948981487,0.00195758637064518
"Croatia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
